-0.0234375	121200.864	Raw
-0.017578125	121200.880	Raw
-0.0146484375	121200.880	Raw
-0.01171875	121200.880	Raw
-0.005859375	121200.896	Raw
-0.005859375	121200.896	Raw
-0.005859375	121200.942	Raw
-0.0146484375	121200.958	Raw
-0.0234375	121200.958	Raw
-0.0263671875	121200.958	Raw
-0.0322265625	121200.974	Raw
-0.0380859375	121200.974	Raw
-0.03515625	121200.989	Raw
-0.03515625	121200.989	Raw
-0.0380859375	121201.005	Raw
-0.041015625	121201.020	Raw
-0.0380859375	121201.020	Raw
-0.03515625	121201.036	Raw
-0.0380859375	121201.036	Raw
-0.029296875	121201.052	Raw
-0.029296875	121201.052	Raw
-0.0263671875	121201.067	Raw
-0.0263671875	121201.067	Raw
-0.0234375	121201.083	Raw
-0.0205078125	121201.098	Raw
-0.017578125	121201.098	Raw
-0.01171875	121201.114	Raw
-0.0087890625	121201.130	Raw
-0.01171875	121201.130	Raw
-0.017578125	121201.145	Raw
-0.0146484375	121201.145	Raw
0	121201.161	Raw
0.0498046875	121201.176	Raw
0.041015625	121201.176	Raw
0.099609375	121201.192	Raw
0.087890625	121201.208	Raw
0.05859375	121201.223	Raw
-0.005859375	121201.239	Raw
-0.0556640625	121201.239	Raw
-0.0732421875	121201.254	Raw
-0.076171875	121201.254	Raw
-0.1171875	121201.286	Raw
-0.1376953125	121201.286	Raw
0.3134765625	121201.286	Raw
0.9404296875	121201.301	Raw
1.0869140625	121201.301	Raw
-0.0703125	121201.317	Raw
-0.421875	121201.317	Raw
-0.3544921875	121201.332	Raw
-0.333984375	121201.348	Raw
-0.3076171875	121201.348	Raw
-0.2783203125	121201.348	Raw
-0.24609375	121201.379	Raw
-0.2109375	121201.379	Raw
-0.1875	121201.395	Raw
-0.1611328125	121201.410	Raw
-0.134765625	121201.410	Raw
-0.1171875	121201.426	Raw
-0.09375	121201.426	Raw
-0.0849609375	121201.442	Raw
-0.05859375	121201.457	Raw
-0.046875	121201.457	Raw
-0.041015625	121201.473	Raw
-0.017578125	121201.488	Raw
0.0029296875	121201.488	Raw
0.01171875	121201.520	Raw
0.0263671875	121201.520	Raw
0.046875	121201.535	Raw
0.064453125	121201.535	Raw
0.0732421875	121201.551	Raw
0.08203125	121201.551	Raw
0.0791015625	121201.551	Raw
0.076171875	121201.566	Raw
0.0498046875	121201.582	Raw
0.0146484375	121201.598	Raw
-0.0205078125	121201.598	Raw
-0.0380859375	121201.598	Raw
-0.0556640625	121201.629	Raw
-0.05859375	121201.644	Raw
-0.046875	121201.644	Raw
-0.046875	121201.644	Raw
-0.03515625	121201.660	Raw
-0.029296875	121201.676	Raw
-0.029296875	121201.676	Raw
-0.017578125	121201.691	Raw
-0.017578125	121201.691	Raw
-0.017578125	121201.707	Raw
-0.017578125	121201.738	Raw
-0.0205078125	121201.738	Raw
-0.0234375	121201.738	Raw
-0.0263671875	121201.738	Raw
-0.0322265625	121201.769	Raw
-0.0205078125	121201.769	Raw
-0.0263671875	121201.785	Raw
-0.0205078125	121201.800	Raw
-0.0322265625	121201.800	Raw
-0.029296875	121201.816	Raw
-0.0263671875	121201.832	Raw
-0.0234375	121201.847	Raw
-0.0234375	121201.863	Raw
-0.0263671875	121201.863	Raw
-0.0234375	121201.878	Raw
-0.0234375	121201.878	Raw
-0.0234375	121201.894	Raw
-0.0205078125	121201.894	Raw
-0.0263671875	121201.894	Raw
-0.017578125	121201.910	Raw
-0.0263671875	121201.941	Raw
-0.0087890625	121201.941	Raw
0.01171875	121201.941	Raw
0.0380859375	121201.956	Raw
0.041015625	121201.956	Raw
0.111328125	121201.972	Raw
0.0791015625	121201.972	Raw
0.03515625	121201.988	Raw
-0.0205078125	121202.003	Raw
-0.05859375	121202.003	Raw
-0.08203125	121202.019	Raw
-0.076171875	121202.034	Raw
-0.1259765625	121202.050	Raw
-0.0615234375	121202.050	Raw
0.4921875	121202.050	Raw
1.1279296875	121202.066	Raw
0.9140625	121202.081	Raw
-0.2607421875	121202.097	Raw
-0.5302734375	121202.097	Raw
-0.369140625	121202.112	Raw
-0.322265625	121202.128	Raw
-0.298828125	121202.128	Raw
-0.2666015625	121202.144	Raw
-0.2314453125	121202.144	Raw
-0.19921875	121202.159	Raw
-0.1728515625	121202.175	Raw
-0.146484375	121202.175	Raw
-0.123046875	121202.206	Raw
-0.10546875	121202.253	Raw
-0.0849609375	121202.253	Raw
-0.0703125	121202.253	Raw
-0.0556640625	121202.284	Raw
-0.046875	121202.284	Raw
-0.0263671875	121202.300	Raw
-0.005859375	121202.315	Raw
0.0087890625	121202.315	Raw
0.0205078125	121202.331	Raw
0.041015625	121202.346	Raw
0.05859375	121202.346	Raw
0.076171875	121202.346	Raw
0.0791015625	121202.362	Raw
0.08203125	121202.362	Raw
0.08203125	121202.362	Raw
0.0732421875	121202.378	Raw
0.046875	121202.378	Raw
0.0234375	121202.393	Raw
-0.01171875	121202.393	Raw
-0.029296875	121202.409	Raw
-0.0380859375	121202.409	Raw
-0.0380859375	121202.424	Raw
-0.041015625	121202.424	Raw
-0.0234375	121202.440	Raw
-0.0234375	121202.440	Raw
-0.017578125	121202.456	Raw
-0.01171875	121202.456	Raw
-0.005859375	121202.471	Raw
-0.0029296875	121202.471	Raw
-0.0029296875	121202.487	Raw
-0.005859375	121202.502	Raw
-0.0146484375	121202.502	Raw
-0.01171875	121202.518	Raw
-0.0234375	121202.534	Raw
-0.0263671875	121202.549	Raw
-0.0263671875	121202.549	Raw
-0.029296875	121202.565	Raw
-0.0322265625	121202.580	Raw
-0.029296875	121202.580	Raw
-0.029296875	121202.596	Raw
-0.029296875	121202.612	Raw
-0.0263671875	121202.612	Raw
